Driver,DriverNumber,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,Stint,FreshTyre,Position,IsAccurate,TrackStatus,IsPersonalBest
OCO,31,28.0,0 days 00:01:18.606000,0 days 00:00:22.756000,0 days 00:00:25.049000,0 days 00:00:30.801000,230.0,275.0,256.0,329.0,MEDIUM,12.0,2.0,True,16.0,True,1,False
OCO,31,29.0,0 days 00:01:34.140000,0 days 00:00:22.583000,0 days 00:00:32.291000,0 days 00:00:39.266000,229.0,188.0,209.0,246.0,MEDIUM,13.0,2.0,True,16.0,False,126,False
OCO,31,30.0,0 days 00:02:10.988000,0 days 00:00:29.666000,0 days 00:00:35.912000,0 days 00:01:05.410000,164.0,217.0,,232.0,MEDIUM,14.0,2.0,True,15.0,False,6,False
OCO,31,31.0,0 days 00:01:28.276000,0 days 00:00:29.462000,0 days 00:00:26.155000,0 days 00:00:32.659000,225.0,277.0,234.0,297.0,SOFT,1.0,3.0,True,15.0,False,671,False
OCO,31,32.0,0 days 00:01:19.505000,0 days 00:00:23.513000,0 days 00:00:25.109000,0 days 00:00:30.883000,234.0,279.0,282.0,304.0,SOFT,2.0,3.0,True,15.0,True,1,False
OCO,31,33.0,0 days 00:01:18.316000,0 days 00:00:22.510000,0 days 00:00:24.973000,0 days 00:00:30.833000,233.0,275.0,272.0,314.0,SOFT,3.0,3.0,True,15.0,True,1,False
OCO,31,34.0,0 days 00:01:20.216000,0 days 00:00:22.504000,0 days 00:00:26.577000,0 days 00:00:31.135000,231.0,260.0,279.0,314.0,SOFT,4.0,3.0,True,15.0,True,1,False
OCO,31,35.0,0 days 00:01:17.259000,0 days 00:00:22.410000,0 days 00:00:24.595000,0 days 00:00:30.254000,234.0,278.0,285.0,324.0,SOFT,5.0,3.0,True,15.0,True,1,True
OCO,31,36.0,0 days 00:01:17.358000,0 days 00:00:22.253000,0 days 00:00:24.684000,0 days 00:00:30.421000,231.0,276.0,266.0,313.0,SOFT,6.0,3.0,True,15.0,True,1,False
OCO,31,37.0,0 days 00:01:17.592000,0 days 00:00:22.233000,0 days 00:00:24.797000,0 days 00:00:30.562000,231.0,278.0,276.0,314.0,SOFT,7.0,3.0,True,15.0,True,1,False
OCO,31,38.0,0 days 00:01:18.133000,0 days 00:00:22.261000,0 days 00:00:24.541000,0 days 00:00:31.331000,233.0,276.0,292.0,312.0,SOFT,8.0,3.0,True,16.0,True,12,False
OCO,31,39.0,0 days 00:01:20.237000,0 days 00:00:23.955000,0 days 00:00:25.354000,0 days 00:00:30.928000,231.0,276.0,278.0,340.0,SOFT,9.0,3.0,True,14.0,True,1,False
OCO,31,40.0,0 days 00:01:17.402000,0 days 00:00:22.348000,0 days 00:00:24.742000,0 days 00:00:30.312000,233.0,275.0,274.0,321.0,SOFT,10.0,3.0,True,15.0,True,1,False
OCO,31,41.0,0 days 00:01:18.583000,0 days 00:00:22.183000,0 days 00:00:25.682000,0 days 00:00:30.718000,232.0,277.0,269.0,314.0,SOFT,11.0,3.0,True,14.0,True,1,False
OCO,31,42.0,0 days 00:01:18.553000,0 days 00:00:22.206000,0 days 00:00:25.041000,0 days 00:00:31.306000,232.0,223.0,277.0,316.0,SOFT,12.0,3.0,True,14.0,True,1,False
OCO,31,43.0,0 days 00:01:16.675000,0 days 00:00:22.046000,0 days 00:00:24.437000,0 days 00:00:30.192000,234.0,275.0,280.0,327.0,SOFT,13.0,3.0,True,14.0,True,1,True
OCO,31,44.0,0 days 00:01:33.203000,0 days 00:00:27.674000,0 days 00:00:30.663000,0 days 00:00:34.866000,126.0,194.0,292.0,303.0,SOFT,14.0,3.0,True,14.0,False,167,False
OCO,31,45.0,0 days 00:01:17.753000,0 days 00:00:22.210000,0 days 00:00:24.868000,0 days 00:00:30.675000,232.0,274.0,267.0,309.0,SOFT,15.0,3.0,True,14.0,True,1,False
OCO,31,46.0,0 days 00:01:18.854000,0 days 00:00:22.280000,0 days 00:00:25.938000,0 days 00:00:30.636000,231.0,277.0,277.0,315.0,SOFT,16.0,3.0,True,14.0,True,1,False
OCO,31,47.0,0 days 00:01:19.745000,0 days 00:00:24.116000,0 days 00:00:24.931000,0 days 00:00:30.698000,230.0,278.0,280.0,310.0,SOFT,17.0,3.0,True,14.0,True,1,False
OCO,31,48.0,0 days 00:01:18.951000,0 days 00:00:22.073000,0 days 00:00:24.661000,0 days 00:00:32.217000,231.0,274.0,279.0,287.0,SOFT,18.0,3.0,True,14.0,True,1,False
OCO,31,49.0,0 days 00:01:17.314000,0 days 00:00:22.278000,0 days 00:00:24.663000,0 days 00:00:30.373000,235.0,274.0,275.0,329.0,SOFT,19.0,3.0,True,14.0,True,1,False
OCO,31,50.0,0 days 00:01:32.532000,0 days 00:00:22.355000,0 days 00:00:24.699000,0 days 00:00:45.478000,231.0,273.0,238.0,229.0,SOFT,20.0,3.0,True,14.0,False,16,False
OCO,31,51.0,0 days 00:01:38.580000,0 days 00:00:26.090000,0 days 00:00:33.194000,0 days 00:00:39.296000,175.0,202.0,295.0,229.0,SOFT,21.0,3.0,True,14.0,False,671,False
OCO,31,52.0,0 days 00:01:20.475000,0 days 00:00:22.759000,0 days 00:00:25.082000,0 days 00:00:32.634000,230.0,270.0,279.0,246.0,SOFT,22.0,3.0,True,14.0,True,1,False
OCO,31,53.0,0 days 00:01:18.340000,0 days 00:00:22.724000,0 days 00:00:24.944000,0 days 00:00:30.672000,232.0,272.0,265.0,323.0,SOFT,23.0,3.0,True,14.0,True,1,False
OCO,31,54.0,0 days 00:01:16.978000,0 days 00:00:22.248000,0 days 00:00:24.456000,0 days 00:00:30.274000,233.0,278.0,276.0,313.0,SOFT,24.0,3.0,True,14.0,True,1,False
OCO,31,55.0,0 days 00:01:18.384000,0 days 00:00:22.109000,0 days 00:00:25.677000,0 days 00:00:30.598000,233.0,277.0,284.0,312.0,SOFT,25.0,3.0,True,14.0,True,1,False
OCO,31,56.0,0 days 00:01:16.724000,0 days 00:00:21.914000,0 days 00:00:24.430000,0 days 00:00:30.380000,235.0,276.0,272.0,312.0,SOFT,26.0,3.0,True,14.0,True,1,False
OCO,31,57.0,0 days 00:01:16.912000,0 days 00:00:22.085000,0 days 00:00:24.480000,0 days 00:00:30.347000,232.0,275.0,281.0,313.0,SOFT,27.0,3.0,True,14.0,True,1,False
OCO,31,58.0,0 days 00:01:16.914000,0 days 00:00:22.189000,0 days 00:00:24.326000,0 days 00:00:30.399000,233.0,274.0,272.0,310.0,SOFT,28.0,3.0,True,14.0,True,1,False
OCO,31,59.0,0 days 00:01:16.882000,0 days 00:00:22.039000,0 days 00:00:24.542000,0 days 00:00:30.301000,234.0,270.0,276.0,311.0,SOFT,29.0,3.0,True,14.0,True,12,False
OCO,31,60.0,0 days 00:01:16.765000,0 days 00:00:21.961000,0 days 00:00:24.417000,0 days 00:00:30.387000,234.0,277.0,275.0,297.0,SOFT,30.0,3.0,True,14.0,True,1,False
OCO,31,61.0,0 days 00:01:17.516000,0 days 00:00:22.162000,0 days 00:00:24.547000,0 days 00:00:30.807000,233.0,276.0,274.0,297.0,SOFT,31.0,3.0,True,14.0,True,1,False
OCO,31,62.0,0 days 00:01:16.992000,0 days 00:00:22.084000,0 days 00:00:24.416000,0 days 00:00:30.492000,233.0,276.0,278.0,296.0,SOFT,32.0,3.0,True,14.0,True,1,False
OCO,31,63.0,0 days 00:01:16.836000,0 days 00:00:22.014000,0 days 00:00:24.342000,0 days 00:00:30.480000,234.0,277.0,279.0,297.0,SOFT,33.0,3.0,True,14.0,True,1,False
OCO,31,64.0,0 days 00:01:16.577000,0 days 00:00:21.845000,0 days 00:00:24.294000,0 days 00:00:30.438000,234.0,275.0,278.0,297.0,SOFT,34.0,3.0,True,14.0,True,1,True
OCO,31,65.0,0 days 00:01:16.739000,0 days 00:00:21.903000,0 days 00:00:24.265000,0 days 00:00:30.571000,233.0,276.0,277.0,299.0,SOFT,35.0,3.0,True,14.0,True,1,False
OCO,31,66.0,0 days 00:01:16.754000,0 days 00:00:21.955000,0 days 00:00:24.337000,0 days 00:00:30.462000,234.0,277.0,277.0,298.0,SOFT,36.0,3.0,True,14.0,True,1,False
COL,43,1.0,0 days 00:01:32.675000,,0 days 00:00:27.483000,0 days 00:00:32.879000,226.0,283.0,258.0,314.0,MEDIUM,1.0,1.0,True,8.0,False,1,False
COL,43,2.0,0 days 00:01:22.225000,0 days 00:00:23.826000,0 days 00:00:25.970000,0 days 00:00:32.429000,242.0,280.0,273.0,310.0,MEDIUM,2.0,1.0,True,7.0,True,1,True
COL,43,3.0,0 days 00:01:20.994000,0 days 00:00:23.190000,0 days 00:00:25.815000,0 days 00:00:31.989000,236.0,276.0,277.0,305.0,MEDIUM,3.0,1.0,True,7.0,True,1,True
COL,43,4.0,0 days 00:01:20.043000,0 days 00:00:22.953000,0 days 00:00:25.314000,0 days 00:00:31.776000,234.0,290.0,269.0,300.0,MEDIUM,4.0,1.0,True,7.0,True,1,True
COL,43,5.0,0 days 00:01:18.976000,0 days 00:00:22.671000,0 days 00:00:25.045000,0 days 00:00:31.260000,236.0,278.0,279.0,306.0,MEDIUM,5.0,1.0,True,7.0,True,1,True
COL,43,6.0,0 days 00:01:18.865000,0 days 00:00:22.613000,0 days 00:00:25.009000,0 days 00:00:31.243000,236.0,279.0,277.0,306.0,MEDIUM,6.0,1.0,True,7.0,True,1,True
COL,43,7.0,0 days 00:01:18.543000,0 days 00:00:22.498000,0 days 00:00:24.957000,0 days 00:00:31.088000,236.0,277.0,281.0,306.0,MEDIUM,7.0,1.0,True,7.0,True,1,True
COL,43,8.0,0 days 00:01:18.287000,0 days 00:00:22.413000,0 days 00:00:24.901000,0 days 00:00:30.973000,231.0,278.0,277.0,306.0,MEDIUM,8.0,1.0,True,7.0,True,1,True
COL,43,9.0,0 days 00:01:18.308000,0 days 00:00:22.408000,0 days 00:00:24.881000,0 days 00:00:31.019000,229.0,279.0,277.0,304.0,MEDIUM,9.0,1.0,True,7.0,True,1,False
COL,43,10.0,0 days 00:01:18.004000,0 days 00:00:22.271000,0 days 00:00:24.855000,0 days 00:00:30.878000,234.0,276.0,275.0,304.0,MEDIUM,10.0,1.0,True,7.0,True,1,True
COL,43,11.0,0 days 00:01:18.217000,0 days 00:00:22.214000,0 days 00:00:25.008000,0 days 00:00:30.995000,230.0,276.0,278.0,304.0,MEDIUM,11.0,1.0,True,7.0,True,1,False
COL,43,12.0,0 days 00:01:17.702000,0 days 00:00:22.181000,0 days 00:00:24.653000,0 days 00:00:30.868000,233.0,277.0,278.0,304.0,MEDIUM,12.0,1.0,True,7.0,True,12,True
COL,43,13.0,0 days 00:01:18.329000,0 days 00:00:22.040000,0 days 00:00:24.896000,0 days 00:00:31.393000,238.0,263.0,272.0,305.0,MEDIUM,13.0,1.0,True,7.0,True,2,False
COL,43,14.0,0 days 00:01:17.828000,0 days 00:00:22.155000,0 days 00:00:24.704000,0 days 00:00:30.969000,237.0,277.0,279.0,303.0,MEDIUM,14.0,1.0,True,7.0,True,21,False
COL,43,15.0,0 days 00:01:17.482000,0 days 00:00:21.944000,0 days 00:00:24.653000,0 days 00:00:30.885000,238.0,280.0,272.0,303.0,MEDIUM,15.0,1.0,True,7.0,True,1,True
COL,43,16.0,0 days 00:01:17.292000,0 days 00:00:22.015000,0 days 00:00:24.584000,0 days 00:00:30.693000,239.0,278.0,277.0,304.0,MEDIUM,16.0,1.0,True,7.0,True,1,True
COL,43,17.0,0 days 00:01:17.138000,0 days 00:00:21.880000,0 days 00:00:24.576000,0 days 00:00:30.682000,238.0,279.0,275.0,306.0,MEDIUM,17.0,1.0,True,7.0,True,1,True
COL,43,18.0,0 days 00:01:17.015000,0 days 00:00:21.947000,0 days 00:00:24.596000,0 days 00:00:30.472000,240.0,281.0,274.0,317.0,MEDIUM,18.0,1.0,True,7.0,True,1,True
COL,43,19.0,0 days 00:01:17.364000,0 days 00:00:21.968000,0 days 00:00:24.545000,0 days 00:00:30.851000,240.0,272.0,273.0,305.0,MEDIUM,19.0,1.0,True,7.0,True,12,False
COL,43,20.0,0 days 00:01:17.018000,0 days 00:00:22.057000,0 days 00:00:24.505000,0 days 00:00:30.456000,239.0,280.0,281.0,308.0,MEDIUM,20.0,1.0,True,7.0,True,1,False
COL,43,21.0,0 days 00:01:16.863000,0 days 00:00:21.912000,0 days 00:00:24.387000,0 days 00:00:30.564000,239.0,282.0,282.0,311.0,MEDIUM,21.0,1.0,True,7.0,True,1,True
COL,43,22.0,0 days 00:01:17.135000,0 days 00:00:22.083000,0 days 00:00:24.539000,0 days 00:00:30.513000,239.0,281.0,267.0,311.0,MEDIUM,22.0,1.0,True,7.0,True,1,False
COL,43,23.0,0 days 00:01:17.071000,0 days 00:00:22.049000,0 days 00:00:24.369000,0 days 00:00:30.653000,241.0,280.0,271.0,307.0,MEDIUM,23.0,1.0,True,7.0,True,1,False
COL,43,24.0,0 days 00:01:16.828000,0 days 00:00:22.003000,0 days 00:00:24.362000,0 days 00:00:30.463000,241.0,285.0,279.0,315.0,MEDIUM,24.0,1.0,True,7.0,True,1,True
COL,43,25.0,0 days 00:01:17.086000,0 days 00:00:21.991000,0 days 00:00:24.396000,0 days 00:00:30.699000,241.0,281.0,273.0,308.0,MEDIUM,25.0,1.0,True,7.0,True,1,False
COL,43,26.0,0 days 00:01:17.102000,0 days 00:00:21.973000,0 days 00:00:24.498000,0 days 00:00:30.631000,238.0,282.0,269.0,305.0,MEDIUM,26.0,1.0,True,7.0,True,1,False
COL,43,27.0,0 days 00:01:17.474000,0 days 00:00:22.032000,0 days 00:00:24.535000,0 days 00:00:30.907000,240.0,273.0,277.0,306.0,MEDIUM,27.0,1.0,True,7.0,True,1,False
COL,43,28.0,0 days 00:01:17.065000,0 days 00:00:21.923000,0 days 00:00:24.487000,0 days 00:00:30.655000,240.0,279.0,279.0,306.0,MEDIUM,28.0,1.0,True,7.0,True,1,False
COL,43,29.0,0 days 00:01:16.705000,0 days 00:00:21.872000,0 days 00:00:24.451000,0 days 00:00:30.382000,241.0,283.0,279.0,314.0,MEDIUM,29.0,1.0,True,7.0,True,1,True
COL,43,30.0,0 days 00:01:48.947000,0 days 00:00:22.022000,0 days 00:00:29.909000,0 days 00:00:57.016000,242.0,174.0,,215.0,MEDIUM,30.0,1.0,True,6.0,False,126,False
COL,43,31.0,0 days 00:01:45.337000,0 days 00:00:33.220000,0 days 00:00:33.116000,0 days 00:00:39.001000,211.0,225.0,187.0,209.0,HARD,1.0,2.0,True,6.0,False,6,False
COL,43,32.0,0 days 00:01:26.513000,0 days 00:00:28.593000,0 days 00:00:26.384000,0 days 00:00:31.536000,217.0,290.0,278.0,301.0,HARD,2.0,2.0,True,6.0,False,671,False
COL,43,33.0,0 days 00:01:18.797000,0 days 00:00:22.525000,0 days 00:00:24.978000,0 days 00:00:31.294000,243.0,278.0,277.0,303.0,HARD,3.0,2.0,True,6.0,True,1,False
COL,43,34.0,0 days 00:01:17.822000,0 days 00:00:22.232000,0 days 00:00:24.673000,0 days 00:00:30.917000,242.0,280.0,275.0,304.0,HARD,4.0,2.0,True,6.0,True,1,False
COL,43,35.0,0 days 00:01:17.335000,0 days 00:00:22.170000,0 days 00:00:24.423000,0 days 00:00:30.742000,241.0,278.0,273.0,300.0,HARD,5.0,2.0,True,6.0,True,1,False
COL,43,36.0,0 days 00:01:17.239000,0 days 00:00:21.944000,0 days 00:00:24.452000,0 days 00:00:30.843000,240.0,281.0,278.0,301.0,HARD,6.0,2.0,True,6.0,True,1,False
COL,43,37.0,0 days 00:01:16.672000,0 days 00:00:21.871000,0 days 00:00:24.259000,0 days 00:00:30.542000,241.0,280.0,270.0,304.0,HARD,7.0,2.0,True,6.0,True,1,True
COL,43,38.0,0 days 00:01:16.546000,0 days 00:00:21.847000,0 days 00:00:24.279000,0 days 00:00:30.420000,242.0,281.0,284.0,307.0,HARD,8.0,2.0,True,6.0,True,1,True
COL,43,39.0,0 days 00:01:16.679000,0 days 00:00:21.735000,0 days 00:00:24.324000,0 days 00:00:30.620000,243.0,278.0,277.0,299.0,HARD,9.0,2.0,True,6.0,True,12,False
COL,43,40.0,0 days 00:01:16.879000,0 days 00:00:21.827000,0 days 00:00:24.439000,0 days 00:00:30.613000,242.0,279.0,273.0,303.0,HARD,10.0,2.0,True,6.0,True,1,False
COL,43,41.0,0 days 00:01:16.790000,0 days 00:00:21.867000,0 days 00:00:24.317000,0 days 00:00:30.606000,241.0,280.0,275.0,299.0,HARD,11.0,2.0,True,6.0,True,1,False
COL,43,42.0,0 days 00:01:16.618000,0 days 00:00:21.763000,0 days 00:00:24.269000,0 days 00:00:30.586000,243.0,280.0,272.0,299.0,HARD,12.0,2.0,True,6.0,True,1,False
COL,43,43.0,0 days 00:01:16.926000,0 days 00:00:21.829000,0 days 00:00:24.289000,0 days 00:00:30.808000,242.0,281.0,274.0,300.0,HARD,13.0,2.0,True,6.0,True,1,False
COL,43,44.0,0 days 00:01:16.249000,0 days 00:00:21.603000,0 days 00:00:24.022000,0 days 00:00:30.624000,242.0,280.0,267.0,299.0,HARD,14.0,2.0,True,6.0,True,1,True
COL,43,45.0,0 days 00:01:30.323000,0 days 00:00:21.517000,0 days 00:00:27.498000,0 days 00:00:41.308000,244.0,176.0,208.0,192.0,HARD,15.0,2.0,True,6.0,False,167,False
COL,43,46.0,0 days 00:01:19.597000,0 days 00:00:24.339000,0 days 00:00:24.646000,0 days 00:00:30.612000,245.0,282.0,271.0,306.0,HARD,16.0,2.0,True,6.0,False,71,False
COL,43,47.0,0 days 00:01:16.621000,0 days 00:00:21.699000,0 days 00:00:24.169000,0 days 00:00:30.753000,243.0,281.0,270.0,301.0,HARD,17.0,2.0,True,6.0,True,1,False
COL,43,48.0,0 days 00:01:16.610000,0 days 00:00:21.682000,0 days 00:00:24.165000,0 days 00:00:30.763000,244.0,283.0,282.0,305.0,HARD,18.0,2.0,True,6.0,True,1,False
COL,43,49.0,0 days 00:01:16.537000,0 days 00:00:21.720000,0 days 00:00:24.150000,0 days 00:00:30.667000,243.0,278.0,275.0,300.0,HARD,19.0,2.0,True,6.0,True,1,False
COL,43,50.0,0 days 00:01:16.310000,0 days 00:00:21.574000,0 days 00:00:24.123000,0 days 00:00:30.613000,243.0,281.0,267.0,300.0,HARD,20.0,2.0,True,6.0,True,1,False
COL,43,51.0,0 days 00:01:16.253000,0 days 00:00:21.738000,0 days 00:00:24.024000,0 days 00:00:30.491000,244.0,280.0,276.0,302.0,HARD,21.0,2.0,True,6.0,True,1,False
COL,43,52.0,0 days 00:01:42.944000,0 days 00:00:28.269000,0 days 00:00:32.218000,0 days 00:00:42.457000,173.0,200.0,190.0,213.0,HARD,22.0,2.0,True,6.0,False,16,False
COL,43,53.0,0 days 00:01:27.366000,0 days 00:00:28.857000,0 days 00:00:27.044000,0 days 00:00:31.465000,189.0,292.0,284.0,293.0,HARD,23.0,2.0,True,6.0,False,671,False
COL,43,54.0,0 days 00:01:17.677000,0 days 00:00:22.286000,0 days 00:00:24.539000,0 days 00:00:30.852000,243.0,284.0,284.0,308.0,HARD,24.0,2.0,True,6.0,True,1,False
COL,43,55.0,0 days 00:01:16.809000,0 days 00:00:21.884000,0 days 00:00:24.314000,0 days 00:00:30.611000,243.0,279.0,279.0,305.0,HARD,25.0,2.0,True,6.0,True,1,False
COL,43,56.0,0 days 00:01:17.930000,0 days 00:00:21.950000,0 days 00:00:25.610000,0 days 00:00:30.370000,205.0,286.0,279.0,312.0,HARD,26.0,2.0,True,6.0,True,1,False
COL,43,57.0,0 days 00:01:16.511000,0 days 00:00:21.686000,0 days 00:00:24.192000,0 days 00:00:30.633000,244.0,283.0,277.0,304.0,HARD,27.0,2.0,True,6.0,True,1,False
COL,43,58.0,0 days 00:01:16.368000,0 days 00:00:21.602000,0 days 00:00:24.200000,0 days 00:00:30.566000,245.0,281.0,274.0,305.0,HARD,28.0,2.0,True,6.0,True,1,False
COL,43,59.0,0 days 00:01:16.087000,0 days 00:00:21.667000,0 days 00:00:24.072000,0 days 00:00:30.348000,246.0,275.0,278.0,305.0,HARD,29.0,2.0,True,6.0,True,1,True
COL,43,60.0,0 days 00:01:16.190000,0 days 00:00:21.543000,0 days 00:00:24.066000,0 days 00:00:30.581000,246.0,284.0,275.0,305.0,HARD,30.0,2.0,True,6.0,True,12,False
COL,43,61.0,0 days 00:01:18.473000,0 days 00:00:24.029000,0 days 00:00:24.288000,0 days 00:00:30.156000,249.0,290.0,285.0,315.0,HARD,31.0,2.0,True,6.0,True,1,False
COL,43,62.0,0 days 00:01:15.765000,0 days 00:00:21.567000,0 days 00:00:24.001000,0 days 00:00:30.197000,245.0,287.0,280.0,314.0,HARD,32.0,2.0,True,6.0,True,1,True
COL,43,63.0,0 days 00:01:16.286000,0 days 00:00:21.693000,0 days 00:00:24.202000,0 days 00:00:30.391000,243.0,280.0,280.0,308.0,HARD,33.0,2.0,True,6.0,True,1,False
COL,43,64.0,0 days 00:01:16.045000,0 days 00:00:21.577000,0 days 00:00:24.086000,0 days 00:00:30.382000,245.0,284.0,277.0,305.0,HARD,34.0,2.0,True,6.0,True,1,False
COL,43,65.0,0 days 00:01:15.980000,0 days 00:00:21.521000,0 days 00:00:24.107000,0 days 00:00:30.352000,246.0,277.0,283.0,306.0,HARD,35.0,2.0,True,6.0,True,1,False
COL,43,66.0,0 days 00:01:16.141000,0 days 00:00:21.614000,0 days 00:00:24.127000,0 days 00:00:30.400000,246.0,281.0,283.0,309.0,HARD,36.0,2.0,True,6.0,True,1,False
COL,43,67.0,0 days 00:01:15.462000,0 days 00:00:21.489000,0 days 00:00:23.970000,0 days 00:00:30.003000,247.0,285.0,290.0,330.0,HARD,37.0,2.0,True,6.0,True,1,True
HAM,44,1.0,0 days 00:01:28.522000,,0 days 00:00:26.605000,0 days 00:00:31.751000,227.0,294.0,289.0,319.0,SOFT,4.0,1.0,False,4.0,False,1,False
HAM,44,2.0,0 days 00:01:20.670000,0 days 00:00:23.569000,0 days 00:00:25.550000,0 days 00:00:31.551000,233.0,280.0,287.0,328.0,SOFT,5.0,1.0,False,3.0,True,1,True
HAM,44,3.0,0 days 00:01:19.708000,0 days 00:00:23.770000,0 days 00:00:25.036000,0 days 00:00:30.902000,229.0,278.0,281.0,322.0,SOFT,6.0,1.0,False,3.0,True,1,True
HAM,44,4.0,0 days 00:01:17.993000,0 days 00:00:22.768000,0 days 00:00:24.704000,0 days 00:00:30.521000,231.0,280.0,268.0,337.0,SOFT,7.0,1.0,False,3.0,True,1,True
HAM,44,5.0,0 days 00:01:17.455000,0 days 00:00:22.407000,0 days 00:00:24.493000,0 days 00:00:30.555000,232.0,279.0,266.0,328.0,SOFT,8.0,1.0,False,3.0,True,1,True
HAM,44,6.0,0 days 00:01:17.014000,0 days 00:00:22.235000,0 days 00:00:24.273000,0 days 00:00:30.506000,232.0,277.0,280.0,313.0,SOFT,9.0,1.0,False,3.0,True,1,True
HAM,44,7.0,0 days 00:01:16.982000,0 days 00:00:22.206000,0 days 00:00:24.366000,0 days 00:00:30.410000,233.0,280.0,265.0,328.0,SOFT,10.0,1.0,False,3.0,True,1,True
HAM,44,8.0,0 days 00:01:16.661000,0 days 00:00:22.125000,0 days 00:00:24.331000,0 days 00:00:30.205000,233.0,278.0,266.0,331.0,SOFT,11.0,1.0,False,3.0,True,1,True
HAM,44,9.0,0 days 00:01:17.920000,0 days 00:00:22.974000,0 days 00:00:24.507000,0 days 00:00:30.439000,232.0,278.0,276.0,314.0,SOFT,12.0,1.0,False,4.0,True,1,False
HAM,44,10.0,0 days 00:01:16.420000,0 days 00:00:21.941000,0 days 00:00:24.294000,0 days 00:00:30.185000,234.0,280.0,283.0,320.0,SOFT,13.0,1.0,False,4.0,True,1,True
HAM,44,11.0,0 days 00:01:16.463000,0 days 00:00:21.959000,0 days 00:00:24.183000,0 days 00:00:30.321000,234.0,279.0,280.0,318.0,SOFT,14.0,1.0,False,4.0,True,1,False
HAM,44,12.0,0 days 00:01:16.227000,0 days 00:00:21.819000,0 days 00:00:24.342000,0 days 00:00:30.066000,235.0,279.0,283.0,320.0,SOFT,15.0,1.0,False,4.0,True,1,True
HAM,44,13.0,0 days 00:01:16.482000,0 days 00:00:21.801000,0 days 00:00:24.281000,0 days 00:00:30.400000,234.0,276.0,283.0,321.0,SOFT,16.0,1.0,False,4.0,True,12,False
HAM,44,14.0,0 days 00:01:16.398000,0 days 00:00:21.867000,0 days 00:00:24.254000,0 days 00:00:30.277000,235.0,271.0,285.0,323.0,SOFT,17.0,1.0,False,4.0,True,21,False
HAM,44,15.0,0 days 00:01:16.259000,0 days 00:00:21.878000,0 days 00:00:24.358000,0 days 00:00:30.023000,234.0,280.0,284.0,325.0,SOFT,18.0,1.0,False,4.0,True,1,False
HAM,44,16.0,0 days 00:01:16.007000,0 days 00:00:21.815000,0 days 00:00:24.220000,0 days 00:00:29.972000,235.0,282.0,285.0,323.0,SOFT,19.0,1.0,False,4.0,True,1,True
HAM,44,17.0,0 days 00:01:16.068000,0 days 00:00:21.867000,0 days 00:00:24.223000,0 days 00:00:29.978000,235.0,280.0,285.0,322.0,SOFT,20.0,1.0,False,4.0,True,1,False
HAM,44,18.0,0 days 00:01:16.171000,0 days 00:00:21.945000,0 days 00:00:24.274000,0 days 00:00:29.952000,233.0,280.0,285.0,320.0,SOFT,21.0,1.0,False,4.0,True,1,False
HAM,44,19.0,0 days 00:01:16.064000,0 days 00:00:21.899000,0 days 00:00:24.269000,0 days 00:00:29.896000,233.0,280.0,286.0,321.0,SOFT,22.0,1.0,False,4.0,True,12,False
HAM,44,20.0,0 days 00:01:15.961000,0 days 00:00:21.848000,0 days 00:00:24.161000,0 days 00:00:29.952000,235.0,282.0,301.0,322.0,SOFT,23.0,1.0,False,4.0,True,1,True
HAM,44,21.0,0 days 00:01:16.853000,0 days 00:00:22.132000,0 days 00:00:24.400000,0 days 00:00:30.321000,235.0,278.0,301.0,320.0,SOFT,24.0,1.0,False,4.0,True,1,False
HAM,44,22.0,0 days 00:01:20.199000,0 days 00:00:21.893000,0 days 00:00:27.568000,0 days 00:00:30.738000,235.0,255.0,281.0,311.0,SOFT,25.0,1.0,False,4.0,True,1,False
HAM,44,23.0,0 days 00:01:16.484000,0 days 00:00:21.798000,0 days 00:00:24.307000,0 days 00:00:30.379000,234.0,273.0,276.0,302.0,SOFT,26.0,1.0,False,4.0,True,1,False
HAM,44,24.0,0 days 00:01:16.503000,0 days 00:00:21.845000,0 days 00:00:24.287000,0 days 00:00:30.371000,234.0,273.0,276.0,305.0,SOFT,27.0,1.0,False,4.0,True,1,False
HAM,44,25.0,0 days 00:01:16.404000,0 days 00:00:21.737000,0 days 00:00:24.326000,0 days 00:00:30.341000,235.0,277.0,273.0,304.0,SOFT,28.0,1.0,False,4.0,True,1,False
HAM,44,26.0,0 days 00:01:16.433000,0 days 00:00:21.763000,0 days 00:00:24.321000,0 days 00:00:30.349000,234.0,276.0,274.0,301.0,SOFT,29.0,1.0,False,4.0,True,1,False
HAM,44,27.0,0 days 00:01:16.415000,0 days 00:00:21.788000,0 days 00:00:24.360000,0 days 00:00:30.267000,234.0,276.0,278.0,302.0,SOFT,30.0,1.0,False,4.0,True,1,False
HAM,44,28.0,0 days 00:01:16.180000,0 days 00:00:21.693000,0 days 00:00:24.215000,0 days 00:00:30.272000,235.0,276.0,274.0,302.0,SOFT,31.0,1.0,False,4.0,True,1,False
HAM,44,29.0,0 days 00:01:16.374000,0 days 00:00:21.750000,0 days 00:00:24.272000,0 days 00:00:30.352000,235.0,274.0,275.0,302.0,SOFT,32.0,1.0,False,4.0,True,1,False
